Species Name,Type,Source,Range ,COSEWICID
Betula pumila var. pumila,Common Species,NatureServe,No,NA
Betula pumila,Common Species,NatureServe,No,NA
Biatora carneoalbida,Common Species,NatureServe,No,NA
Biatora epixanthoides,Common Species,NatureServe,No,NA
Biatora pullata,Common Species,NatureServe,No,NA
Biatora turgidula,Common Species,NatureServe,No,NA
Bidens cernua,Common Species,NatureServe,No,NA
Bidens connata,Common Species,NatureServe,No,NA
Bidens coronata,Common Species,NatureServe,No,NA
Bidens discoidea,Common Species,NatureServe,No,NA
Bidens eatonii,Common Species,NatureServe,No,NA
Bidens frondosa,Common Species,NatureServe,No,NA
Bidens heterodoxa,Common Species,NatureServe,No,NA
Bidens hyperborea,Common Species,NatureServe,No,NA
Bidens vulgata,Common Species,NatureServe,No,NA
Blasia pusilla,Common Species,NatureServe,No,NA
Blephilia hirsuta,Common Species,NatureServe,No,NA
Blindia acuta,Common Species,NatureServe,No,NA
Blysmus rufus,Common Species,NatureServe,No,NA
Boechera collinsii,Common Species,NatureServe,No,NA
Boechera quebecensis,Common Species,NatureServe,No,NA
Boehmeria cylindrica,Common Species,NatureServe,No,NA
Boloria alaskensis,Common Species,NatureServe,No,NA
Boloria astarte,Common Species,NatureServe,No,NA
Boloria bellona,Common Species,NatureServe,No,NA
Boloria chariclea grandis,Common Species,NatureServe,No,NA
Boloria chariclea,Common Species,NatureServe,No,NA
Boloria epithore,Common Species,NatureServe,No,NA
Boloria eunomia,Common Species,NatureServe,No,NA
Boloria natazhati,Common Species,NatureServe,No,NA
Bombus occidentalis mckayi,Common Species,NatureServe,No,NA
Bombus occidentalis,Common Species,NatureServe,No,NA
Bombus terricola,Common Species,NatureServe,No,NA
Bombus terricola.ovr,Common Species,NatureServe,No,NA
Botaurus lentiginosus,Common Species,NatureServe,No,NA
Botrychium alaskense,Common Species,NatureServe,No,NA
Botrychium ascendens,Common Species,NatureServe,No,NA
Botrychium campestre,Common Species,NatureServe,No,NA
Botrychium crenulatum,Common Species,NatureServe,No,NA
Botrychium dissectum,Common Species,NatureServe,No,NA
Botrychium echo,Common Species,NatureServe,No,NA
Botrychium hesperium,Common Species,NatureServe,No,NA
Botrychium lanceolatum var. angustisegmentum,Common Species,NatureServe,No,NA
Botrychium lanceolatum,Common Species,NatureServe,No,NA
Botrychium lineare,Common Species,NatureServe,No,NA
Botrychium lunaria,Common Species,NatureServe,No,NA
Botrychium matricariifolium,Common Species,NatureServe,No,NA
Botrychium minganense,Common Species,NatureServe,No,NA
Botrychium montanum,Common Species,NatureServe,No,NA
Botrychium mormo,Common Species,NatureServe,No,NA
Botrychium multifidum,Common Species,NatureServe,No,NA
Botrychium oneidense,Common Species,NatureServe,No,NA
Botrychium pallidum,Common Species,NatureServe,No,NA
Botrychium paradoxum,Common Species,NatureServe,No,NA
Botrychium pedunculosum,Common Species,NatureServe,No,NA
Botrychium pinnatum,Common Species,NatureServe,No,NA
Botrychium pseudopinnatum,Common Species,NatureServe,No,NA
Botrychium rugulosum,Common Species,NatureServe,No,NA
Botrychium simplex var. compositum,Common Species,NatureServe,No,NA
Botrychium simplex,Common Species,NatureServe,No,NA
Botrychium sp. 3,Common Species,NatureServe,No,NA
Botrychium spathulatum,Common Species,NatureServe,No,NA
Botrychium tunux,Common Species,NatureServe,No,NA
Botrychium virginianum,Common Species,NatureServe,No,NA
Botrychium x watertonense,Common Species,NatureServe,No,NA
Botrychium yaaxudakeit,Common Species,NatureServe,No,NA
Bouteloua curtipendula,Common Species,NatureServe,No,NA
Bouteloua gracilis,Common Species,NatureServe,No,NA
Boyeria grafiana,Common Species,NatureServe,No,NA
Boyeria vinosa,Common Species,NatureServe,No,NA
Brachyelytrum septentrionale,Common Species,NatureServe,No,NA
Brachythecium acuminatum,Common Species,NatureServe,No,NA
Brachythecium albicans,Common Species,NatureServe,No,NA
Brachythecium calcareum,Common Species,NatureServe,No,NA
Brachythecium digastrum,Common Species,NatureServe,No,NA
Brachythecium glaciale,Common Species,NatureServe,No,NA
Brachythecium hylotapetum,Common Species,NatureServe,No,NA
Brachythecium oedipodium,Common Species,NatureServe,No,NA
Brachythecium oxycladon,Common Species,NatureServe,No,NA
Brachythecium plumosum,Common Species,NatureServe,No,NA
Brachythecium populeum,Common Species,NatureServe,No,NA
Brachythecium reflexum,Common Species,NatureServe,No,NA
Brachythecium rutabulum,Common Species,NatureServe,No,NA
Brachythecium velutinum,Common Species,NatureServe,No,NA
Branta bernicla,Common Species,NatureServe,No,NA
Brasenia schreberi,Common Species,NatureServe,No,NA
Braya glabella ssp. purpurascens,Common Species,NatureServe,No,NA
Braya humilis ssp. maccallae,Common Species,NatureServe,No,NA
Braya humilis ssp. porsildii,Common Species,NatureServe,No,NA
Braya humilis,Common Species,NatureServe,No,NA
Braya linearis,Common Species,NatureServe,No,NA
Brickellia grandiflora,Common Species,NatureServe,No,NA
Brickellia oblongifolia var. oblongifolia,Common Species,NatureServe,No,NA
Bromus kalmii,Common Species,NatureServe,No,NA
Bromus latiglumis,Common Species,NatureServe,No,NA
Bromus luzonensis,Common Species,NatureServe,No,NA
Bromus nottowayanus,Common Species,NatureServe,No,NA
Bromus porteri,Common Species,NatureServe,No,NA
Bromus pubescens,Common Species,NatureServe,No,NA
Bryobrittonia longipes,Common Species,NatureServe,No,NA
Bryohaplocladium microphyllum,Common Species,NatureServe,No,NA
Bryoria friabilis,Common Species,NatureServe,No,NA
Bryoria glabra,Common Species,NatureServe,No,NA
Bryoria nadvornikiana,Common Species,NatureServe,No,NA
Bryoria salazinica,Common Species,NatureServe,No,NA
Bryum algovicum,Common Species,NatureServe,No,NA
Bryum amblyodon,Common Species,NatureServe,No,NA
Bryum blindii,Common Species,NatureServe,No,NA
Bryum calobryoides,Common Species,NatureServe,No,NA
Bryum calophyllum,Common Species,NatureServe,No,NA
Bryum cryophilum,Common Species,NatureServe,No,NA
Bryum cyclophyllum,Common Species,NatureServe,No,NA
Bryum flaccidum,Common Species,NatureServe,No,NA
Bryum gemmiparum,Common Species,NatureServe,No,NA
Bryum marratii,Common Species,NatureServe,No,NA
Bryum muehlenbeckii,Common Species,NatureServe,No,NA
Bryum pallens,Common Species,NatureServe,No,NA
Bryum pallescens,Common Species,NatureServe,No,NA
Bryum rubens,Common Species,NatureServe,No,NA
Bryum schleicheri,Common Species,NatureServe,No,NA
Bryum stirtonii,Common Species,NatureServe,No,NA
Bryum turbinatum,Common Species,NatureServe,No,NA
Bryum uliginosum,Common Species,NatureServe,No,NA
Bryum veronense,Common Species,NatureServe,No,NA
Bubulcus ibis,Common Species,NatureServe,No,NA
Bucephala albeola,Common Species,NatureServe,No,NA
Bucephala clangula,Common Species,NatureServe,No,NA
Buellia elegans,Common Species,NatureServe,No,NA
Bulbostylis capillaris,Common Species,NatureServe,No,NA
Buteo jamaicensis,Common Species,NatureServe,No,NA
Buteo lineatus,Common Species,NatureServe,No,NA
Buteo platypterus,Common Species,NatureServe,No,NA
Buteo swainsoni,Common Species,NatureServe,No,NA
Butorides virescens,Common Species,NatureServe,No,NA
Buxbaumia aphylla,Common Species,NatureServe,No,NA
Buxbaumia piperi,Common Species,NatureServe,No,NA
Buxbaumia viridis,Common Species,NatureServe,No,NA
Cacaliopsis nardosmia,Common Species,NatureServe,No,NA
Calamagrostis lapponica,Common Species,NatureServe,No,NA
Calamagrostis montanensis,Common Species,NatureServe,No,NA
Calamagrostis pickeringii,Common Species,NatureServe,No,NA
Calamagrostis purpurascens var. purpurascens,Common Species,NatureServe,No,NA
Calamagrostis purpurascens,Common Species,NatureServe,No,NA
Calamagrostis stricta ssp. stricta,Common Species,NatureServe,No,NA
Calamagrostis stricta var. stricta,Common Species,NatureServe,No,NA
Calamagrostis stricta,Common Species,NatureServe,No,NA
Calamospiza melanocorys,Common Species,NatureServe,No,NA
Calamovilfa longifolia var. magna,Common Species,NatureServe,No,NA
Calcarius lapponicus,Common Species,NatureServe,No,NA
Calcarius pictus,Common Species,NatureServe,No,NA
Calicium salicinum,Common Species,NatureServe,No,NA
Calicium trabinellum,Common Species,NatureServe,No,NA
Calidris canutus islandica,Common Species,NatureServe,No,NA
Calidris maritima,Common Species,NatureServe,No,NA
Calidris minutilla,Common Species,NatureServe,No,NA
Calidris pusilla,Common Species,NatureServe,No,NA
Callicladium haldanianum,Common Species,NatureServe,No,NA
Calliergon giganteum,Common Species,NatureServe,No,NA
Calliergon orbicularicordatum,Common Species,NatureServe,No,NA
Calliergon richardsonii,Common Species,NatureServe,No,NA
Calliergon trifarium,Common Species,NatureServe,No,NA
Calliergonella cuspidata,Common Species,NatureServe,No,NA
Callitriche hermaphroditica,Common Species,NatureServe,No,NA
Callitriche heterophylla ssp. heterophylla,Common Species,NatureServe,No,NA
Callitriche heterophylla,Common Species,NatureServe,No,NA
Callitriche marginata,Common Species,NatureServe,No,NA
Callitriche terrestris,Common Species,NatureServe,No,NA
Callophrys affinis,Common Species,NatureServe,No,NA
Callophrys eryphon,Common Species,NatureServe,No,NA
Callophrys gryneus siva,Common Species,NatureServe,No,NA
Callophrys gryneus,Common Species,NatureServe,No,NA
Callophrys henrici,Common Species,NatureServe,No,NA
Callophrys lanoraieensis,Common Species,NatureServe,No,NA
Callophrys mossii mossii,Common Species,NatureServe,No,NA
Callophrys mossii,Common Species,NatureServe,No,NA
Callophrys niphon,Common Species,NatureServe,No,NA
Callophrys polios,Common Species,NatureServe,No,NA
Callophrys sheridanii,Common Species,NatureServe,No,NA
Callophrys spinetorum,Common Species,NatureServe,No,NA
Callosamia angulifera,Common Species,NatureServe,No,NA
Caloplaca citrina,Common Species,NatureServe,No,NA
Caloplaca epithallina,Common Species,NatureServe,No,NA
Caloplaca flavovirescens,Common Species,NatureServe,No,NA
Caloplaca trachyphylla,Common Species,NatureServe,No,NA
Caloplaca xanthostigmoidea,Common Species,NatureServe,No,NA
Calopogon tuberosus,Common Species,NatureServe,No,NA
Calopteryx aequabilis,Common Species,NatureServe,No,NA
Calopteryx maculata,Common Species,NatureServe,No,NA
Caltha natans,Common Species,NatureServe,No,NA
Caltha palustris var. radicans,Common Species,NatureServe,No,NA
Caltha palustris,Common Species,NatureServe,No,NA
Calylophus serrulatus,Common Species,NatureServe,No,NA
Calypogeia integristipula,Common Species,NatureServe,No,NA
Calypogeia muelleriana,Common Species,NatureServe,No,NA
Calypogeia suecica,Common Species,NatureServe,No,NA
Calypso bulbosa var. americana,Common Species,NatureServe,No,NA
Calystegia soldanella,Common Species,NatureServe,No,NA
Camassia quamash ssp. quamash,Common Species,NatureServe,No,NA
Camissonia andina,Common Species,NatureServe,No,NA
Camissonia breviflora,Common Species,NatureServe,No,NA
Campanula aparinoides,Common Species,NatureServe,No,NA
Campanula uniflora,Common Species,NatureServe,No,NA
Campostoma anomalum,Common Species,NatureServe,No,NA
Campsis radicans,Common Species,NatureServe,No,NA
Campylium polygamum,Common Species,NatureServe,No,NA
Campylium radicale,Common Species,NatureServe,No,NA
Campylostelium saxicola,Common Species,NatureServe,No,NA
Canadanthus modestus,Common Species,NatureServe,No,NA
Candelariella efflorescens,Common Species,NatureServe,No,NA
Candelariella lutella,Common Species,NatureServe,No,NA
Carabus maeander,Common Species,NatureServe,No,NA
Cardamine bulbosa,Common Species,NatureServe,No,NA
Cardamine concatenata,Common Species,NatureServe,No,NA
Cardamine diphylla,Common Species,NatureServe,No,NA
Cardamine maxima,Common Species,NatureServe,No,NA
Cardamine microphylla,Common Species,NatureServe,No,NA
Cardamine parviflora var. arenicola,Common Species,NatureServe,No,NA
Cardamine parviflora,Common Species,NatureServe,No,NA
Cardamine pratensis var. angustifolia,Common Species,NatureServe,No,NA
Cardamine pratensis,Common Species,NatureServe,No,NA
Cardellina pusilla,Common Species,NatureServe,No,NA
Cardinalis cardinalis,Common Species,NatureServe,No,NA
Cardionema ramosissimum,Common Species,NatureServe,No,NA
Carex adelostoma,Common Species,NatureServe,No,NA
Carex adusta,Common Species,NatureServe,No,NA
Carex aggregata,Common Species,NatureServe,No,NA
Carex alata,Common Species,NatureServe,No,NA
Carex albicans var. albicans,Common Species,NatureServe,No,NA
Carex albicans var. emmonsii,Common Species,NatureServe,No,NA
Carex alopecoidea,Common Species,NatureServe,No,NA
Carex amphibola,Common Species,NatureServe,No,NA
Carex amplifolia,Common Species,NatureServe,No,NA
Carex annectens,Common Species,NatureServe,No,NA
Carex aperta,Common Species,NatureServe,No,NA
Carex appalachica,Common Species,NatureServe,No,NA
Carex aquatilis,Common Species,NatureServe,No,NA
Carex arcta,Common Species,NatureServe,No,NA
Carex argyrantha,Common Species,NatureServe,No,NA
Carex assiniboinensis,Common Species,NatureServe,No,NA
Carex atherodes,Common Species,NatureServe,No,NA
Carex atlantica ssp. atlantica,Common Species,NatureServe,No,NA
Carex atlantica ssp. capillacea,Common Species,NatureServe,No,NA
Carex atlantica,Common Species,NatureServe,No,NA
Carex atratiformis,Common Species,NatureServe,No,NA
Carex atrofusca,Common Species,NatureServe,No,NA
Carex aurea,Common Species,NatureServe,No,NA
Carex backii,Common Species,NatureServe,No,NA
Carex baileyi,Common Species,NatureServe,No,NA
Carex bebbii,Common Species,NatureServe,No,NA
Carex bicknellii,Common Species,NatureServe,No,NA
Carex bicolor,Common Species,NatureServe,No,NA
Carex bigelowii,Common Species,NatureServe,No,NA
Carex bipartita,Common Species,NatureServe,No,NA
Carex bromoides,Common Species,NatureServe,No,NA
Carex buxbaumii,Common Species,NatureServe,No,NA
Carex capillaris,Common Species,NatureServe,No,NA
Carex careyana,Common Species,NatureServe,No,NA
Carex castanea,Common Species,NatureServe,No,NA
Carex cephaloidea,Common Species,NatureServe,No,NA
Carex cephalophora,Common Species,NatureServe,No,NA
Carex chordorrhiza,Common Species,NatureServe,No,NA
Carex comosa,Common Species,NatureServe,No,NA
Carex concinna,Common Species,NatureServe,No,NA
Carex conoidea,Common Species,NatureServe,No,NA
Carex crawei,Common Species,NatureServe,No,NA
Carex crinita,Common Species,NatureServe,No,NA
Carex cristatella,Common Species,NatureServe,No,NA
Carex crus-corvi,Common Species,NatureServe,No,NA
Carex cryptolepis,Common Species,NatureServe,No,NA
Carex cumulata,Common Species,NatureServe,No,NA
Carex davisii,Common Species,NatureServe,No,NA
Carex deflexa,Common Species,NatureServe,No,NA
Carex deweyana var. collectanea,Common Species,NatureServe,No,NA
Carex digitalis var. digitalis,Common Species,NatureServe,No,NA
Carex digitalis,Common Species,NatureServe,No,NA
Carex eburnea,Common Species,NatureServe,No,NA
Carex echinata ssp. echinata,Common Species,NatureServe,No,NA
Carex eleusinoides,Common Species,NatureServe,No,NA
Carex emoryi,Common Species,NatureServe,No,NA
Carex enanderi,Common Species,NatureServe,No,NA
Carex exilis,Common Species,NatureServe,No,NA
Carex festucacea,Common Species,NatureServe,No,NA
Carex feta,Common Species,NatureServe,No,NA
Carex flaccosperma var. glaucodea,Common Species,NatureServe,No,NA
Carex flava,Common Species,NatureServe,No,NA
Carex foenea,Common Species,NatureServe,No,NA
Carex folliculata,Common Species,NatureServe,No,NA
Carex formosa,Common Species,NatureServe,No,NA
Carex frankii,Common Species,NatureServe,No,NA
Carex garberi,Common Species,NatureServe,No,NA
Carex geyeri,Common Species,NatureServe,No,NA
Carex glacialis,Common Species,NatureServe,No,NA
Carex glareosa var. amphigena,Common Species,NatureServe,No,NA
Carex glareosa,Common Species,NatureServe,No,NA
Carex gmelinii,Common Species,NatureServe,No,NA
Carex granularis,Common Species,NatureServe,No,NA
Carex gravida,Common Species,NatureServe,No,NA
Carex grisea,Common Species,NatureServe,No,NA
Carex gynocrates,Common Species,NatureServe,No,NA
Carex haydenii,Common Species,NatureServe,No,NA
Carex heleonastes,Common Species,NatureServe,No,NA
Carex hirsutella,Common Species,NatureServe,No,NA
Carex hirtifolia,Common Species,NatureServe,No,NA
Carex hoodii,Common Species,NatureServe,No,NA
Carex hookeriana,Common Species,NatureServe,No,NA
Carex houghtoniana,Common Species,NatureServe,No,NA
Carex hystericina,Common Species,NatureServe,No,NA
Carex incurviformis var. incurviformis,Common Species,NatureServe,No,NA
Carex interior,Common Species,NatureServe,No,NA
Carex interrupta,Common Species,NatureServe,No,NA
Carex intumescens,Common Species,NatureServe,No,NA
Carex krausei,Common Species,NatureServe,No,NA
Carex lacustris,Common Species,NatureServe,No,NA
Carex laeviconica,Common Species,NatureServe,No,NA
Carex lapponica,Common Species,NatureServe,No,NA
Carex lasiocarpa var. americana,Common Species,NatureServe,No,NA
Carex laxa,Common Species,NatureServe,No,NA
Carex laxiculmis var. laxiculmis,Common Species,NatureServe,No,NA
Carex laxiflora,Common Species,NatureServe,No,NA
Carex leavenworthii,Common Species,NatureServe,No,NA
Carex lenticularis var. dolia,Common Species,NatureServe,No,NA
Carex lenticularis var. lenticularis,Common Species,NatureServe,No,NA
Carex limosa,Common Species,NatureServe,No,NA
Carex livida var. radicaulis,Common Species,NatureServe,No,NA
Carex loliacea,Common Species,NatureServe,No,NA
Carex longii,Common Species,NatureServe,No,NA
Carex lupulina,Common Species,NatureServe,No,NA
Carex lurida,Common Species,NatureServe,No,NA
